日期,村里代碼,村里,病例數,上週同期,增減,增加天數,一週小計,增減
2015-08-17,6703100-006,台南市永康區王行里,2,0,2,0,2,2
2015-08-22,6703100-006,台南市永康區王行里,1,0,1,0,3,3
2015-08-25,6703100-006,台南市永康區王行里,1,0,1,0,2,0
2015-09-12,6703100-006,台南市永康區王行里,1,0,1,0,1,1
2015-09-24,6703100-006,台南市永康區王行里,1,0,1,0,1,0
2015-09-26,6703100-006,台南市永康區王行里,1,0,1,0,2,2
2015-10-24,6703100-006,台南市永康區王行里,1,0,1,0,1,1
2015-11-09,6703100-006,台南市永康區王行里,1,0,1,0,1,1
2015-11-16,6703100-006,台南市永康區王行里,1,1,0,1,1,0
2015-08-06,6703100-007,台南市永康區烏竹里,1,0,1,0,1,1
2015-08-23,6703100-007,台南市永康區烏竹里,1,0,1,0,1,1
2015-09-18,6703100-007,台南市永康區烏竹里,1,0,1,0,1,1
2015-09-23,6703100-007,台南市永康區烏竹里,1,0,1,0,2,2
2015-10-01,6703100-007,台南市永康區烏竹里,2,0,2,0,2,0
2015-10-14,6703100-007,台南市永康區烏竹里,1,0,1,0,1,-1
2015-10-20,6703100-007,台南市永康區烏竹里,1,0,1,0,2,2
2015-08-23,6703100-008,台南市永康區蔦松里,2,0,2,0,2,2
2015-09-05,6703100-008,台南市永康區蔦松里,1,0,1,0,1,-1
2015-09-11,6703100-008,台南市永康區蔦松里,1,0,1,0,2,2
2015-09-15,6703100-008,台南市永康區蔦松里,1,0,1,0,2,1
2015-09-19,6703100-008,台南市永康區蔦松里,1,0,1,0,2,1
2015-09-28,6703100-008,台南市永康區蔦松里,1,0,1,0,1,-1
2015-08-25,6703100-009,台南市永康區三民里,1,0,1,0,1,1
2015-09-10,6703100-009,台南市永康區三民里,1,0,1,0,1,1
2015-09-30,6703100-009,台南市永康區三民里,1,0,1,0,1,1
2015-10-05,6703100-009,台南市永康區三民里,1,0,1,0,2,2
2015-08-04,6703100-010,台南市永康區塩行里,2,0,2,0,2,2
2015-08-06,6703100-010,台南市永康區塩行里,1,0,1,0,3,3
2015-08-17,6703100-010,台南市永康區塩行里,1,0,1,0,1,-2
2015-08-18,6703100-010,台南市永康區塩行里,1,0,1,0,2,1
2015-08-24,6703100-010,台南市永康區塩行里,2,1,1,1,3,2
2015-08-25,6703100-010,台南市永康區塩行里,1,1,0,2,3,1
2015-08-26,6703100-010,台南市永康區塩行里,1,0,1,2,4,2
2015-08-31,6703100-010,台南市永康區塩行里,2,2,0,2,4,1
2015-09-02,6703100-010,台南市永康區塩行里,2,1,1,2,4,0
2015-09-04,6703100-010,台南市永康區塩行里,3,0,3,2,7,3
2015-09-05,6703100-010,台南市永康區塩行里,2,0,2,2,9,5
2015-09-07,6703100-010,台南市永康區塩行里,1,2,-1,1,8,4
2015-09-09,6703100-010,台南市永康區塩行里,1,2,-1,0,7,3
2015-09-10,6703100-010,台南市永康區塩行里,5,0,5,0,12,8
2015-09-13,6703100-010,台南市永康區塩行里,1,0,1,0,8,-1
2015-09-14,6703100-010,台南市永康區塩行里,2,1,1,1,9,1
2015-09-15,6703100-010,台南市永康區塩行里,3,0,3,1,12,4
2015-09-16,6703100-010,台南市永康區塩行里,2,1,1,2,13,6
2015-09-17,6703100-010,台南市永康區塩行里,2,5,-3,2,10,-2
2015-09-18,6703100-010,台南市永康區塩行里,5,0,5,2,15,6
2015-09-19,6703100-010,台南市永康區塩行里,1,0,1,2,16,9
2015-09-20,6703100-010,台南市永康區塩行里,1,1,0,3,16,8
2015-09-21,6703100-010,台南市永康區塩行里,4,2,2,3,18,9
2015-09-22,6703100-010,台南市永康區塩行里,4,3,1,4,19,7
2015-09-23,6703100-010,台南市永康區塩行里,2,2,0,4,19,6
2015-09-24,6703100-010,台南市永康區塩行里,2,2,0,5,19,9
2015-09-25,6703100-010,台南市永康區塩行里,1,5,-4,5,15,0
2015-09-26,6703100-010,台南市永康區塩行里,2,1,1,6,16,0
2015-09-28,6703100-010,台南市永康區塩行里,3,4,-1,4,14,-4
2015-09-29,6703100-010,台南市永康區塩行里,2,4,-2,3,12,-7
2015-09-30,6703100-010,台南市永康區塩行里,3,2,1,3,13,-6
2015-10-01,6703100-010,台南市永康區塩行里,2,2,0,3,13,-6
2015-10-03,6703100-010,台南市永康區塩行里,5,2,3,3,15,-1
2015-10-04,6703100-010,台南市永康區塩行里,2,0,2,3,17,2
2015-10-05,6703100-010,台南市永康區塩行里,3,3,0,4,17,3
2015-10-07,6703100-010,台南市永康區塩行里,2,3,-1,3,14,1
2015-10-08,6703100-010,台南市永康區塩行里,3,2,1,3,15,2
2015-10-11,6703100-010,台南市永康區塩行里,1,2,-1,2,9,-8
2015-10-12,6703100-010,台南市永康區塩行里,1,3,-2,1,7,-10
2015-10-13,6703100-010,台南市永康區塩行里,1,0,1,1,8,-7
2015-10-14,6703100-010,台南市永康區塩行里,1,2,-1,1,7,-7
2015-10-15,6703100-010,台南市永康區塩行里,1,3,-2,0,5,-10
2015-10-16,6703100-010,台南市永康區塩行里,1,0,1,0,6,-9
2015-10-17,6703100-010,台南市永康區塩行里,3,0,3,0,9,-1
2015-10-18,6703100-010,台南市永康區塩行里,1,1,0,1,9,0
2015-10-20,6703100-010,台南市永康區塩行里,3,1,2,2,10,2
2015-10-22,6703100-010,台南市永康區塩行里,3,1,2,3,11,6
2015-10-24,6703100-010,台南市永康區塩行里,3,3,0,4,10,1
2015-11-02,6703100-010,台南市永康區塩行里,1,0,1,0,1,-8
2015-11-03,6703100-010,台南市永康區塩行里,1,0,1,0,2,-4
2015-11-05,6703100-010,台南市永康區塩行里,1,0,1,0,3,0
2015-11-06,6703100-010,台南市永康區塩行里,1,0,1,0,4,1
2015-11-16,6703100-010,台南市永康區塩行里,1,0,1,0,1,-2
2015-12-11,6703100-010,台南市永康區塩行里,1,0,1,0,1,1
2015-08-07,6703100-011,台南市永康區甲頂里,1,0,1,0,1,1
2015-08-08,6703100-011,台南市永康區甲頂里,2,0,2,0,3,3
2015-08-10,6703100-011,台南市永康區甲頂里,1,0,1,0,4,4
2015-08-11,6703100-011,台南市永康區甲頂里,1,0,1,0,5,5
2015-08-12,6703100-011,台南市永康區甲頂里,3,0,3,0,8,8
2015-08-15,6703100-011,台南市永康區甲頂里,1,2,-1,0,6,3
2015-08-16,6703100-011,台南市永康區甲頂里,1,0,1,0,7,4
2015-08-19,6703100-011,台南市永康區甲頂里,4,3,1,1,6,-2
2015-08-21,6703100-011,台南市永康區甲頂里,3,0,3,1,9,2
2015-08-22,6703100-011,台南市永康區甲頂里,2,1,1,2,10,4
2015-08-28,6703100-011,台南市永康區甲頂里,1,3,-2,1,3,-6
2015-08-31,6703100-011,台南市永康區甲頂里,4,0,4,0,5,-4
2015-09-01,6703100-011,台南市永康區甲頂里,4,0,4,0,9,0
2015-09-02,6703100-011,台南市永康區甲頂里,2,0,2,0,11,6
2015-09-03,6703100-011,台南市永康區甲頂里,5,0,5,0,16,11
2015-09-04,6703100-011,台南市永康區甲頂里,5,1,4,1,20,17
2015-09-05,6703100-011,台南市永康區甲頂里,1,0,1,1,21,20
2015-09-07,6703100-011,台南市永康區甲頂里,2,4,-2,1,19,14
2015-09-08,6703100-011,台南市永康區甲頂里,3,4,-1,1,18,9
2015-09-09,6703100-011,台南市永康區甲頂里,3,2,1,2,19,8
2015-09-10,6703100-011,台南市永康區甲頂里,4,5,-1,2,18,2
2015-09-11,6703100-011,台南市永康區甲頂里,2,5,-3,1,15,-5
2015-09-12,6703100-011,台南市永康區甲頂里,2,1,1,2,16,-5
2015-09-13,6703100-011,台南市永康區甲頂里,1,0,1,2,17,-4
2015-09-15,6703100-011,台南市永康區甲頂里,3,3,0,3,15,-3
2015-09-16,6703100-011,台南市永康區甲頂里,4,3,1,3,16,-3
2015-09-17,6703100-011,台南市永康區甲頂里,2,4,-2,3,14,-4
2015-09-18,6703100-011,台南市永康區甲頂里,1,2,-1,3,13,-2
2015-09-20,6703100-011,台南市永康區甲頂里,4,1,3,3,14,-3
2015-09-21,6703100-011,台南市永康區甲頂里,3,0,3,3,17,2
2015-09-22,6703100-011,台南市永康區甲頂里,2,3,-1,2,16,1
2015-09-23,6703100-011,台南市永康區甲頂里,1,4,-3,1,13,-3
2015-09-24,6703100-011,台南市永康區甲頂里,1,2,-1,1,12,-2
2015-09-27,6703100-011,台南市永康區甲頂里,1,4,-3,0,8,-6
2015-09-28,6703100-011,台南市永康區甲頂里,1,3,-2,0,6,-11
2015-09-30,6703100-011,台南市永康區甲頂里,1,1,0,1,4,-9
2015-10-02,6703100-011,台南市永康區甲頂里,2,0,2,1,5,-6
2015-10-03,6703100-011,台南市永康區甲頂里,1,0,1,1,6,-5
2015-10-04,6703100-011,台南市永康區甲頂里,1,1,0,2,6,-2
2015-10-07,6703100-011,台南市永康區甲頂里,3,1,2,2,7,3
2015-10-08,6703100-011,台南市永康區甲頂里,1,0,1,2,8,5
2015-10-09,6703100-011,台南市永康區甲頂里,1,2,-1,2,7,2
2015-10-14,6703100-011,台南市永康區甲頂里,1,3,-2,0,3,-4
2015-10-15,6703100-011,台南市永康區甲頂里,1,1,0,1,3,-5
2015-10-24,6703100-011,台南市永康區甲頂里,1,0,1,0,1,-1
2015-10-27,6703100-011,台南市永康區甲頂里,1,0,1,0,2,0
2015-11-10,6703100-011,台南市永康區甲頂里,1,0,1,0,1,1
2015-12-10,6703100-011,台南市永康區甲頂里,1,0,1,0,1,1
2015-09-09,6703100-012,台南市永康區大灣里,1,0,1,0,1,1
2015-09-14,6703100-012,台南市永康區大灣里,1,0,1,0,2,2
2015-09-22,6703100-012,台南市永康區大灣里,1,0,1,0,1,-1
2015-09-25,6703100-012,台南市永康區大灣里,2,0,2,0,3,2
2015-09-27,6703100-012,台南市永康區大灣里,1,0,1,0,4,3
2015-09-29,6703100-012,台南市永康區大灣里,1,1,0,1,4,3
2015-10-02,6703100-012,台南市永康區大灣里,2,2,0,2,4,1
2015-10-04,6703100-012,台南市永康區大灣里,1,1,0,3,4,0
2015-10-05,6703100-012,台南市永康區大灣里,1,0,1,3,5,1
2015-10-08,6703100-012,台南市永康區大灣里,1,0,1,2,5,1
2015-10-12,6703100-012,台南市永康區大灣里,1,1,0,1,2,-3
2015-10-13,6703100-012,台南市永康區大灣里,2,0,2,1,4,0
2015-10-14,6703100-012,台南市永康區大灣里,1,0,1,1,5,1
2015-10-15,6703100-012,台南市永康區大灣里,1,1,0,2,5,0
2015-11-16,6703100-012,台南市永康區大灣里,1,0,1,0,1,1
2015-08-29,6703100-013,台南市永康區東灣里,1,0,1,0,1,1
2015-09-03,6703100-013,台南市永康區東灣里,1,0,1,0,2,2
2015-09-10,6703100-013,台南市永康區東灣里,1,1,0,1,1,-1
2015-09-20,6703100-013,台南市永康區東灣里,1,0,1,0,1,0
2015-09-23,6703100-013,台南市永康區東灣里,1,0,1,0,2,1
2015-09-24,6703100-013,台南市永康區東灣里,1,0,1,0,3,3
2015-09-25,6703100-013,台南市永康區東灣里,1,0,1,0,4,4
2015-10-02,6703100-013,台南市永康區東灣里,2,1,1,1,2,-2
2015-10-11,6703100-013,台南市永康區東灣里,1,0,1,0,1,-1
2015-10-19,6703100-013,台南市永康區東灣里,1,0,1,0,1,0
2015-08-04,6703100-014,台南市永康區西灣里,1,0,1,0,1,1
2015-09-02,6703100-014,台南市永康區西灣里,1,0,1,0,1,1
2015-09-07,6703100-014,台南市永康區西灣里,1,0,1,0,2,2
2015-09-08,6703100-014,台南市永康區西灣里,2,0,2,0,4,4
2015-09-11,6703100-014,台南市永康區西灣里,1,0,1,0,4,3
2015-09-17,6703100-014,台南市永康區西灣里,1,0,1,0,2,-1
2015-09-18,6703100-014,台南市永康區西灣里,3,1,2,1,4,0
2015-09-20,6703100-014,台南市永康區西灣里,2,0,2,1,6,2
2015-09-21,6703100-014,台南市永康區西灣里,1,0,1,1,7,4
2015-09-22,6703100-014,台南市永康區西灣里,1,0,1,1,8,7
2015-09-23,6703100-014,台南市永康區西灣里,1,0,1,1,9,8
2015-09-24,6703100-014,台南市永康區西灣里,3,1,2,2,11,9
2015-09-25,6703100-014,台南市永康區西灣里,1,3,-2,1,9,5
2015-09-28,6703100-014,台南市永康區西灣里,1,1,0,2,7,0
2015-09-30,6703100-014,台南市永康區西灣里,1,1,0,3,6,-3
2015-10-06,6703100-014,台南市永康區西灣里,3,0,3,1,4,-2
2015-10-08,6703100-014,台南市永康區西灣里,3,0,3,0,6,3
2015-10-13,6703100-014,台南市永康區西灣里,1,3,-2,0,4,0
2015-10-18,6703100-014,台南市永康區西灣里,1,0,1,0,2,-4
2015-10-21,6703100-014,台南市永康區西灣里,1,0,1,0,2,-2
2015-10-23,6703100-014,台南市永康區西灣里,1,0,1,0,3,2
2015-10-24,6703100-014,台南市永康區西灣里,1,0,1,0,4,3
2015-10-27,6703100-014,台南市永康區西灣里,2,0,2,0,5,4
2015-12-01,6703100-014,台南市永康區西灣里,1,0,1,0,1,1
2015-08-24,6703100-015,台南市永康區南灣里,2,0,2,0,2,2
2015-09-03,6703100-015,台南市永康區南灣里,1,0,1,0,1,-1
2015-09-04,6703100-015,台南市永康區南灣里,1,0,1,0,2,0
2015-09-06,6703100-015,台南市永康區南灣里,1,0,1,0,3,1
2015-09-14,6703100-015,台南市永康區南灣里,1,0,1,0,1,-2
2015-09-15,6703100-015,台南市永康區南灣里,1,0,1,0,2,-1
2015-09-16,6703100-015,台南市永康區南灣里,1,0,1,0,3,0
2015-09-17,6703100-015,台南市永康區南灣里,1,0,1,0,4,2
2015-09-25,6703100-015,台南市永康區南灣里,1,0,1,0,1,-3
2015-10-08,6703100-015,台南市永康區南灣里,1,0,1,0,1,0
2015-11-02,6703100-015,台南市永康區南灣里,1,0,1,0,1,1
2015-11-24,6703100-015,台南市永康區南灣里,1,0,1,0,1,1
2015-12-16,6703100-015,台南市永康區南灣里,1,0,1,0,1,1
2015-08-27,6703100-016,台南市永康區崑山里,1,0,1,0,1,1
2015-08-28,6703100-016,台南市永康區崑山里,1,0,1,0,2,2
2015-09-02,6703100-016,台南市永康區崑山里,1,0,1,0,3,3
2015-09-03,6703100-016,台南市永康區崑山里,1,1,0,1,3,2
2015-09-04,6703100-016,台南市永康區崑山里,2,1,1,2,4,2
2015-09-07,6703100-016,台南市永康區崑山里,1,0,1,2,5,3
2015-09-08,6703100-016,台南市永康區崑山里,1,0,1,2,6,4
2015-09-13,6703100-016,台南市永康區崑山里,1,0,1,0,3,-1
2015-09-14,6703100-016,台南市永康區崑山里,2,1,1,1,4,-1
2015-09-18,6703100-016,台南市永康區崑山里,1,0,1,1,4,2
2015-09-20,6703100-016,台南市永康區崑山里,1,1,0,2,4,1
2015-09-21,6703100-016,台南市永康區崑山里,1,2,-1,1,3,-1
2015-09-23,6703100-016,台南市永康區崑山里,1,0,1,1,4,1
2015-09-24,6703100-016,台南市永康區崑山里,3,0,3,1,7,4
2015-09-26,6703100-016,台南市永康區崑山里,1,0,1,1,7,3
2015-10-01,6703100-016,台南市永康區崑山里,1,3,-2,0,2,-5
2015-10-06,6703100-016,台南市永康區崑山里,1,0,1,0,2,-3
2015-10-07,6703100-016,台南市永康區崑山里,1,0,1,0,3,-1
2015-10-13,6703100-016,台南市永康區崑山里,2,1,1,1,3,1
2015-10-21,6703100-016,台南市永康區崑山里,1,0,1,0,1,-1
2015-10-22,6703100-016,台南市永康區崑山里,1,0,1,0,2,0
2015-10-25,6703100-016,台南市永康區崑山里,1,0,1,0,3,1
2015-11-03,6703100-016,台南市永康區崑山里,1,0,1,0,1,-2
2015-11-14,6703100-016,台南市永康區崑山里,1,0,1,0,1,0
2015-11-16,6703100-016,台南市永康區崑山里,1,0,1,0,2,1
2015-07-31,6703100-017,台南市永康區北灣里,1,0,1,0,1,1
2015-08-19,6703100-017,台南市永康區北灣里,1,0,1,0,1,1
2015-08-21,6703100-017,台南市永康區北灣里,1,0,1,0,2,2
2015-09-02,6703100-017,台南市永康區北灣里,2,0,2,0,2,1
2015-09-05,6703100-017,台南市永康區北灣里,1,0,1,0,3,3
2015-09-07,6703100-017,台南市永康區北灣里,1,0,1,0,4,4
2015-09-08,6703100-017,台南市永康區北灣里,2,0,2,0,6,6
2015-09-09,6703100-017,台南市永康區北灣里,2,2,0,1,6,4
2015-09-13,6703100-017,台南市永康區北灣里,1,0,1,1,6,3
2015-09-15,6703100-017,台南市永康區北灣里,1,2,-1,1,4,-2
2015-09-17,6703100-017,台南市永康區北灣里,2,0,2,0,4,-2
2015-09-18,6703100-017,台南市永康區北灣里,2,0,2,0,6,0
2015-09-19,6703100-017,台南市永康區北灣里,2,0,2,0,8,3
2015-09-20,6703100-017,台南市永康區北灣里,1,1,0,1,8,2
2015-09-21,6703100-017,台南市永康區北灣里,1,0,1,1,9,4
2015-09-24,6703100-017,台南市永康區北灣里,3,2,1,2,9,5
2015-09-25,6703100-017,台南市永康區北灣里,2,2,0,3,9,3
2015-09-26,6703100-017,台南市永康區北灣里,2,2,0,4,9,1
2015-09-29,6703100-017,台南市永康區北灣里,1,0,1,3,8,0
2015-10-01,6703100-017,台南市永康區北灣里,1,3,-2,2,6,-3
2015-10-02,6703100-017,台南市永康區北灣里,1,2,-1,1,5,-4
2015-10-08,6703100-017,台南市永康區北灣里,1,1,0,1,2,-4
2015-10-12,6703100-017,台南市永康區北灣里,2,0,2,1,3,0
2015-10-20,6703100-017,台南市永康區北灣里,1,0,1,0,1,-2
2015-10-21,6703100-017,台南市永康區北灣里,1,0,1,0,2,-1
2015-10-26,6703100-017,台南市永康區北灣里,1,0,1,0,3,3
2015-11-02,6703100-017,台南市永康區北灣里,2,1,1,1,2,-1
2015-11-10,6703100-017,台南市永康區北灣里,1,0,1,0,1,-1
2015-08-30,6703100-018,台南市永康區新樹里,1,0,1,0,1,1
2015-09-12,6703100-018,台南市永康區新樹里,1,0,1,0,1,0
2015-09-14,6703100-018,台南市永康區新樹里,1,0,1,0,2,2
2015-10-27,6703100-018,台南市永康區新樹里,1,0,1,0,1,1
2015-08-22,6703100-019,台南市永康區復興里,1,0,1,0,1,1
2015-08-23,6703100-019,台南市永康區復興里,1,0,1,0,2,2
2015-08-31,6703100-019,台南市永康區復興里,1,0,1,0,1,-1
2015-09-01,6703100-019,台南市永康區復興里,1,0,1,0,2,0
2015-09-02,6703100-019,台南市永康區復興里,2,0,2,0,4,2
2015-09-04,6703100-019,台南市永康區復興里,1,0,1,0,5,3
2015-09-08,6703100-019,台南市永康區復興里,1,1,0,1,4,2
2015-09-12,6703100-019,台南市永康區復興里,1,0,1,1,2,-3
2015-09-17,6703100-019,台南市永康區復興里,2,0,2,0,3,1
2015-09-23,6703100-019,台南市永康區復興里,1,0,1,0,3,2
2015-09-24,6703100-019,台南市永康區復興里,1,2,-1,0,2,-1
2015-10-06,6703100-019,台南市永康區復興里,1,0,1,0,1,-1
2015-10-08,6703100-019,台南市永康區復興里,1,0,1,0,2,2
2015-10-29,6703100-019,台南市永康區復興里,1,0,1,0,1,1
2015-12-15,6703100-019,台南市永康區復興里,1,0,1,0,1,1
2015-07-17,6703100-020,台南市永康區復國里,1,0,1,0,1,1
2015-08-10,6703100-020,台南市永康區復國里,1,0,1,0,1,1
2015-08-19,6703100-020,台南市永康區復國里,2,0,2,0,2,1
2015-08-20,6703100-020,台南市永康區復國里,1,0,1,0,3,2
2015-08-23,6703100-020,台南市永康區復國里,1,0,1,0,4,3
2015-08-25,6703100-020,台南市永康區復國里,1,0,1,0,5,5
2015-08-26,6703100-020,台南市永康區復國里,1,2,-1,0,4,2
2015-08-27,6703100-020,台南市永康區復國里,2,1,1,1,5,2
2015-08-30,6703100-020,台南市永康區復國里,1,1,0,2,5,1
2015-09-01,6703100-020,台南市永康區復國里,1,1,0,3,5,0
2015-09-03,6703100-020,台南市永康區復國里,1,2,-1,2,3,-2
2015-09-04,6703100-020,台南市永康區復國里,1,0,1,2,4,-1
2015-09-06,6703100-020,台南市永康區復國里,4,1,3,2,7,2
2015-09-07,6703100-020,台南市永康區復國里,2,0,2,2,9,4
2015-09-08,6703100-020,台南市永康區復國里,2,1,1,2,10,5
2015-09-09,6703100-020,台南市永康區復國里,4,0,4,2,14,10
2015-09-10,6703100-020,台南市永康區復國里,4,1,3,3,17,14
2015-09-11,6703100-020,台南市永康區復國里,2,1,1,4,18,14
2015-09-14,6703100-020,台南市永康區復國里,1,2,-1,3,13,4
2015-09-16,6703100-020,台南市永康區復國里,1,4,-3,2,8,-6
2015-09-17,6703100-020,台南市永康區復國里,1,4,-3,1,5,-12
2015-09-19,6703100-020,台南市永康區復國里,5,0,5,0,8,-10
2015-09-20,6703100-020,台南市永康區復國里,1,0,1,0,9,-5
2015-09-21,6703100-020,台南市永康區復國里,2,1,1,1,10,-3
2015-09-22,6703100-020,台南市永康區復國里,1,0,1,1,11,0
2015-09-24,6703100-020,台南市永康區復國里,1,1,0,2,10,5
2015-09-25,6703100-020,台南市永康區復國里,1,0,1,2,11,8
2015-09-27,6703100-020,台南市永康區復國里,2,1,1,3,7,-2
2015-09-29,6703100-020,台南市永康區復國里,1,1,0,3,5,-6
2015-10-01,6703100-020,台南市永康區復國里,1,1,0,3,5,-5
2015-10-02,6703100-020,台南市永康區復國里,1,1,0,4,5,-6
2015-10-03,6703100-020,台南市永康區復國里,1,0,1,4,6,0
2015-10-05,6703100-020,台南市永康區復國里,1,0,1,3,5,0
2015-10-06,6703100-020,台南市永康區復國里,1,1,0,3,5,0
2015-10-07,6703100-020,台南市永康區復國里,1,0,1,3,6,1
2015-10-10,6703100-020,台南市永康區復國里,1,1,0,2,4,-2
2015-10-12,6703100-020,台南市永康區復國里,1,1,0,3,4,-1
2015-10-13,6703100-020,台南市永康區復國里,1,1,0,3,4,-1
2015-10-14,6703100-020,台南市永康區復國里,1,1,0,4,4,-2
2015-10-15,6703100-020,台南市永康區復國里,2,0,2,4,6,1
2015-10-16,6703100-020,台南市永康區復國里,1,0,1,4,7,3
2015-10-18,6703100-020,台南市永康區復國里,2,0,2,3,8,4
2015-10-19,6703100-020,台南市永康區復國里,1,1,0,3,8,4
2015-10-20,6703100-020,台南市永康區復國里,1,1,0,3,8,4
2015-10-21,6703100-020,台南市永康區復國里,2,1,1,3,9,5
2015-10-23,6703100-020,台南市永康區復國里,2,1,1,4,8,1
2015-10-27,6703100-020,台南市永康區復國里,1,1,0,3,5,-3
2015-10-28,6703100-020,台南市永康區復國里,2,2,0,3,5,-4
2015-10-29,6703100-020,台南市永康區復國里,1,0,1,3,6,-1
2015-11-21,6703100-020,台南市永康區復國里,1,0,1,0,1,1
2015-11-24,6703100-020,台南市永康區復國里,1,0,1,0,2,2
2015-09-03,6703100-021,台南市永康區建國里,1,0,1,0,1,1
2015-09-10,6703100-021,台南市永康區建國里,1,1,0,1,1,0
2015-09-15,6703100-021,台南市永康區建國里,1,0,1,1,2,1
2015-09-19,6703100-021,台南市永康區建國里,1,0,1,0,2,1
2015-09-21,6703100-021,台南市永康區建國里,1,0,1,0,3,2
2015-09-22,6703100-021,台南市永康區建國里,1,1,0,1,3,1
2015-09-24,6703100-021,台南市永康區建國里,1,0,1,1,4,3
2015-09-25,6703100-021,台南市永康區建國里,1,0,1,1,5,4
2015-09-30,6703100-021,台南市永康區建國里,1,0,1,0,3,0
2015-10-01,6703100-021,台南市永康區建國里,1,1,0,1,3,-1
2015-10-13,6703100-021,台南市永康區建國里,2,0,2,0,2,0
2015-10-20,6703100-021,台南市永康區建國里,1,2,-1,0,1,-1
2015-10-28,6703100-021,台南市永康區建國里,1,0,1,0,1,0
2015-11-02,6703100-021,台南市永康區建國里,1,0,1,0,2,1
2015-11-06,6703100-021,台南市永康區建國里,1,0,1,0,2,1
2015-08-31,6703100-022,台南市永康區神洲里,1,0,1,0,1,1
2015-09-02,6703100-022,台南市永康區神洲里,1,0,1,0,2,2
2015-09-08,6703100-022,台南市永康區神洲里,1,0,1,0,2,1
2015-09-12,6703100-022,台南市永康區神洲里,1,0,1,0,2,0
2015-09-14,6703100-022,台南市永康區神洲里,1,0,1,0,3,2
2015-09-15,6703100-022,台南市永康區神洲里,1,1,0,1,3,1
2015-09-16,6703100-022,台南市永康區神洲里,1,0,1,1,4,3
2015-09-19,6703100-022,台南市永康區神洲里,1,1,0,2,4,2
2015-09-23,6703100-022,台南市永康區神洲里,1,1,0,2,2,-2
2015-09-24,6703100-022,台南市永康區神洲里,1,0,1,2,3,-1
2015-09-29,6703100-022,台南市永康區神洲里,1,0,1,1,3,1
2015-10-04,6703100-022,台南市永康區神洲里,1,0,1,0,2,0
2015-08-02,6703100-023,台南市永康區西勢里,1,0,1,0,1,1
2015-08-13,6703100-023,台南市永康區西勢里,1,0,1,0,1,0
2015-08-24,6703100-023,台南市永康區西勢里,1,0,1,0,1,0
2015-08-25,6703100-023,台南市永康區西勢里,1,0,1,0,2,1
2015-08-28,6703100-023,台南市永康區西勢里,1,0,1,0,3,3
2015-08-29,6703100-023,台南市永康區西勢里,1,0,1,0,4,4
2015-09-02,6703100-023,台南市永康區西勢里,1,0,1,0,3,1
2015-09-10,6703100-023,台南市永康區西勢里,1,0,1,0,1,-2
2015-09-16,6703100-023,台南市永康區西勢里,1,0,1,0,2,2
2015-09-18,6703100-023,台南市永康區西勢里,1,0,1,0,2,1
2015-09-21,6703100-023,台南市永康區西勢里,1,0,1,0,3,2
2015-09-22,6703100-023,台南市永康區西勢里,1,0,1,0,4,3
2015-09-26,6703100-023,台南市永康區西勢里,1,0,1,0,3,1
2015-09-30,6703100-023,台南市永康區西勢里,1,0,1,0,2,-1
2015-10-07,6703100-023,台南市永康區西勢里,1,1,0,1,1,-1
2015-10-08,6703100-023,台南市永康區西勢里,2,0,2,1,3,1
2015-10-14,6703100-023,台南市永康區西勢里,1,1,0,1,3,2
2015-10-20,6703100-023,台南市永康區西勢里,1,0,1,1,2,-1
2015-11-08,6703100-023,台南市永康區西勢里,1,0,1,0,1,1
2015-11-16,6703100-023,台南市永康區西勢里,1,0,1,0,1,0
2015-12-11,6703100-023,台南市永康區西勢里,1,0,1,0,1,1
2015-08-15,6703100-024,台南市永康區成功里,1,0,1,0,1,1
2015-08-31,6703100-024,台南市永康區成功里,2,0,2,0,2,2
2015-09-01,6703100-024,台南市永康區成功里,1,0,1,0,3,3
2015-09-03,6703100-024,台南市永康區成功里,1,0,1,0,4,4
2015-09-06,6703100-024,台南市永康區成功里,1,0,1,0,5,5
2015-09-07,6703100-024,台南市永康區成功里,2,2,0,1,5,3
2015-09-08,6703100-024,台南市永康區成功里,1,1,0,2,5,2
2015-09-15,6703100-024,台南市永康區成功里,2,1,1,1,2,-3
2015-09-16,6703100-024,台南市永康區成功里,2,0,2,1,4,-1
2015-09-19,6703100-024,台南市永康區成功里,1,0,1,1,5,1
2015-09-21,6703100-024,台南市永康區成功里,1,0,1,1,6,5
2015-09-24,6703100-024,台南市永康區成功里,2,0,2,0,4,0
2015-09-25,6703100-024,台南市永康區成功里,2,0,2,0,6,2
2015-09-26,6703100-024,台南市永康區成功里,1,1,0,1,6,1
2015-10-02,6703100-024,台南市永康區成功里,3,2,1,2,4,-2
2015-10-03,6703100-024,台南市永康區成功里,1,1,0,2,4,-2
2015-10-08,6703100-024,台南市永康區成功里,1,0,1,2,5,2
2015-10-20,6703100-024,台南市永康區成功里,1,0,1,0,1,0
2015-10-25,6703100-024,台南市永康區成功里,1,0,1,0,2,2
2015-07-12,6703100-025,台南市永康區中興里,1,0,1,0,1,1
2015-08-05,6703100-025,台南市永康區中興里,1,0,1,0,1,1
2015-08-06,6703100-025,台南市永康區中興里,2,0,2,0,3,3
2015-08-18,6703100-025,台南市永康區中興里,2,0,2,0,2,-1
2015-08-20,6703100-025,台南市永康區中興里,1,0,1,0,3,3
